short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
Bernardo Silva,25,173,64,Portugal,Manchester City,English Premier League,87,88,60000000,230000,"RW, CAM, CM",Left,2,3,4,High/High,Lean,Yes,115500000.0,"#Dribbler, #Engine, #Acrobat",LCM,20.0,,2017-07-01,2025.0,CAM,10.0,81.0,77.0,83.0,92.0,51.0,67.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",85,79,51,86,70,92,84,67,76,92,85,78,94,85,92,76,51,93,54,76,69,49,85,85,68,87,,59,40,9,10,14,12,9,78+2,78+2,78+2,86+0,85+0,85+0,85+0,86+0,86+2,86+2,86+2,86+2,82+2,82+2,82+2,86+2,72+2,70+2,70+2,70+2,72+2,68+2,58+2,58+2,58+2,68+2
G. Chiellini,35,187,85,Italy,Juventus,Italian Serie A,87,87,15500000,94000,CB,Left,4,3,2,Medium/High,Normal,Yes,25600000.0,"#Tackling, #Tactician, #Strength, #Complete Defender",LCB,3.0,,2005-07-01,2021.0,LCB,16.0,66.0,46.0,58.0,60.0,90.0,79.0,,,,,,,"Long Throw-in, Injury Prone, Dives Into Tackles (AI), Power Header",54,33,83,65,45,59,60,31,65,61,60,70,57,82,57,78,87,54,87,49,90,88,28,50,50,84,,90,88,3,3,2,4,3,58+3,58+3,58+3,55+0,56+0,56+0,56+0,55+0,56+3,56+3,56+3,57+3,62+3,62+3,62+3,57+3,73+3,77+3,77+3,77+3,73+3,76+3,86+1,86+1,86+1,76+3
H. Lloris,33,188,82,France,Tottenham Hotspur,English Premier League,87,87,27000000,125000,GK,Left,4,1,1,Medium/Medium,PLAYER_BODY_TYPE_365,Yes,51300000.0,,GK,1.0,,2012-08-31,2022.0,GK,1.0,,,,,,,89.0,82.0,68.0,90.0,63.0,84.0,"Rushes Out Of Goal, Comes For Crosses",13,10,10,50,11,10,11,10,50,34,65,62,55,85,54,51,74,41,43,14,31,27,10,30,40,65,,10,18,89,82,68,84,90,31+3,31+3,31+3,32+0,33+0,33+0,33+0,32+0,35+3,35+3,35+3,35+3,37+3,37+3,37+3,35+3,35+3,37+3,37+3,37+3,35+3,34+3,30+3,30+3,30+3,34+3
L. Suárez,33,182,86,Uruguay,FC Barcelona,Spain Primera Division,87,87,31500000,280000,ST,Right,5,4,3,High/Medium,PLAYER_BODY_TYPE_374,Yes,64600000.0,"#Distance Shooter, #Clinical Finisher",SUB,9.0,,2014-07-11,2021.0,,,70.0,90.0,82.0,83.0,51.0,83.0,,,,,,,"Solid Player, Outside Foot Shot",80,92,84,83,90,84,86,82,77,84,72,68,76,92,78,89,69,78,85,88,87,41,91,84,83,85,,45,38,27,25,31,33,37,86+1,86+1,86+1,84+0,85+0,85+0,85+0,84+0,84+3,84+3,84+3,83+3,80+3,80+3,80+3,83+3,67+3,68+3,68+3,68+3,67+3,64+3,63+3,63+3,63+3,64+3
L. Modrić,34,172,66,Croatia,Real Madrid,Spain Primera Division,87,87,24500000,260000,CM,Right,4,4,4,High/Medium,Lean,Yes,50200000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder",RCM,10.0,,2012-08-01,2021.0,,,73.0,76.0,89.0,88.0,71.0,66.0,,,,,,,"Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",86,72,55,91,76,85,85,78,89,90,76,70,91,88,92,79,68,84,58,82,62,79,78,90,82,92,,75,71,13,9,7,14,9,76+3,76+3,76+3,83+0,82+0,82+0,82+0,83+0,85+2,85+2,85+2,84+3,86+1,86+1,86+1,84+3,81+3,81+3,81+3,81+3,81+3,78+3,71+3,71+3,71+3,78+3
A. Di María,32,180,69,Argentina,Paris Saint-Germain,French Ligue 1,87,87,39000000,160000,"RW, LW",Left,4,2,5,High/Medium,PLAYER_BODY_TYPE_345,Yes,72200000.0,"#Dribbler, #Crosser, #FK Specialist, #Acrobat",RW,11.0,,2015-08-06,2021.0,,,83.0,81.0,85.0,88.0,48.0,68.0,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",88,79,51,83,78,88,89,88,80,87,82,83,94,84,76,83,72,78,60,86,73,42,84,88,73,86,,55,52,10,7,11,12,11,79+3,79+3,79+3,85+0,84+0,84+0,84+0,85+0,85+2,85+2,85+2,85+2,81+3,81+3,81+3,85+2,70+3,67+3,67+3,67+3,70+3,66+3,58+3,58+3,58+3,66+3
W. Szczęsny,30,195,90,Poland,Juventus,Italian Serie A,87,87,34000000,105000,GK,Right,3,3,1,Medium/Medium,Lean,Yes,56100000.0,,GK,1.0,,2017-07-19,2024.0,GK,1.0,,,,,,,86.0,82.0,73.0,88.0,49.0,87.0,Comes For Crosses,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,,13,12,86,82,73,87,88,31+3,31+3,31+3,28+0,31+0,31+0,31+0,28+0,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,28+3,31+3,31+3,31+3,28+3,28+3,29+3,29+3,29+3,28+3
P. Aubameyang,31,187,80,Gabon,Arsenal,English Premier League,87,87,45000000,170000,"ST, LW",Right,3,4,4,High/High,PLAYER_BODY_TYPE_253,Yes,85500000.0,#Speedster,LW,14.0,,2018-01-31,2021.0,,,93.0,86.0,75.0,80.0,38.0,69.0,,,,,,,"Solid Player, Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",76,91,75,77,84,80,81,76,64,82,91,94,77,88,68,82,75,80,74,78,43,48,93,77,78,88,,29,36,6,9,15,9,9,85+2,85+2,85+2,84+0,85+0,85+0,85+0,84+0,82+3,82+3,82+3,82+3,75+3,75+3,75+3,82+3,65+3,59+3,59+3,59+3,65+3,62+3,52+3,52+3,52+3,62+3
Sergio Busquets,31,189,76,Spain,FC Barcelona,Spain Primera Division,87,87,38000000,240000,CDM,Right,4,3,3,Medium/Medium,Lean,Yes,77900000.0,,SUB,5.0,,2008-09-01,2023.0,SUB,5.0,42.0,62.0,80.0,80.0,83.0,77.0,,,,,,,Team Player,62,67,68,89,44,81,66,68,83,88,40,43,67,84,50,61,66,81,75,54,81,85,77,84,60,93,,83,80,5,8,13,9,13,71+3,71+3,71+3,73+0,75+0,75+0,75+0,73+0,78+3,78+3,78+3,75+3,83+3,83+3,83+3,75+3,77+3,84+3,84+3,84+3,77+3,76+3,80+3,80+3,80+3,76+3
C. Immobile,30,185,85,Italy,Lazio,Italian Serie A,87,87,48500000,125000,ST,Right,3,4,3,High/Medium,PLAYER_BODY_TYPE_305,Yes,82500000.0,#Clinical Finisher,RS,17.0,,2016-07-27,2025.0,ST,17.0,84.0,88.0,67.0,83.0,39.0,77.0,,,,,,,"Outside Foot Shot, Chip Shot (AI)",55,93,81,80,85,83,70,51,53,84,82,85,75,90,77,86,77,78,77,80,77,40,93,71,88,86,,33,32,6,8,15,12,6,86+1,86+1,86+1,82+0,85+0,85+0,85+0,82+0,82+3,82+3,82+3,79+3,73+3,73+3,73+3,79+3,61+3,60+3,60+3,60+3,61+3,59+3,56+3,56+3,56+3,59+3
K. Navas,33,185,80,Costa Rica,Paris Saint-Germain,French Ligue 1,87,87,27000000,110000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,50000000.0,,GK,1.0,,2019-09-02,2023.0,,,,,,,,,90.0,81.0,75.0,90.0,53.0,82.0,"GK Long Throw, Cautious With Crosses",11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,56,74,39,75,13,32,20,16,68,25,67,,14,14,90,81,75,82,90,32+3,32+3,32+3,31+0,33+0,33+0,33+0,31+0,35+3,35+3,35+3,33+3,35+3,35+3,35+3,33+3,29+3,33+3,33+3,33+3,29+3,29+3,31+3,31+3,31+3,29+3
A. Griezmann,29,176,73,France,FC Barcelona,Spain Primera Division,87,87,50500000,290000,"ST, CF, LW",Left,4,3,4,Medium/Medium,PLAYER_BODY_TYPE_266,Yes,103500000.0,"#Poacher, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward",ST,7.0,,2019-07-12,2024.0,CF,7.0,79.0,85.0,84.0,88.0,57.0,72.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83,88,83,84,87,87,86,85,82,89,80,79,91,92,83,81,90,86,63,82,73,49,89,85,86,89,,54,49,14,8,14,13,14,85+2,85+2,85+2,86+0,86+0,86+0,86+0,86+0,86+1,86+1,86+1,86+1,83+3,83+3,83+3,86+1,73+3,71+3,71+3,71+3,73+3,70+3,65+3,65+3,65+3,70+3
H. Son,27,183,78,Korea Republic,Tottenham Hotspur,English Premier League,87,87,52500000,165000,"LM, CF",Right,3,5,4,High/High,PLAYER_BODY_TYPE_366,Yes,99800000.0,"#Dribbler, #Engine, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward",LM,7.0,,2015-08-28,2023.0,,,88.0,86.0,80.0,87.0,43.0,69.0,,,,,,,"Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",81,86,68,83,81,88,85,70,70,87,86,90,86,89,78,88,56,87,64,90,62,39,88,83,73,88,,34,33,11,13,13,6,10,84+3,84+3,84+3,86+0,87+0,87+0,87+0,86+0,86+1,86+1,86+1,85+2,79+3,79+3,79+3,85+2,68+3,63+3,63+3,63+3,68+3,64+3,54+3,54+3,54+3,64+3
Roberto Firmino,28,181,76,Brazil,Liverpool,English Premier League,87,87,52000000,190000,CF,Right,3,4,5,High/High,PLAYER_BODY_TYPE_315,Yes,96200000.0,"#Dribbler, #Engine",CF,9.0,,2015-07-06,2023.0,,,77.0,80.0,81.0,90.0,61.0,78.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",73,80,75,87,85,90,81,65,76,91,78,77,85,90,86,82,81,88,74,77,75,58,86,86,72,88,,64,42,8,11,9,6,10,83+3,83+3,83+3,84+0,85+0,85+0,85+0,84+0,86+1,86+1,86+1,84+3,83+3,83+3,83+3,84+3,73+3,74+3,74+3,74+3,73+3,70+3,68+3,68+3,68+3,70+3
R. Varane,27,191,81,France,Real Madrid,Spain Primera Division,86,88,46500000,220000,CB,Right,3,3,2,Medium/High,PLAYER_BODY_TYPE_351,Yes,98800000.0,"#Tackling, #Tactician",RCB,5.0,,2011-07-01,2022.0,RCB,4.0,82.0,49.0,64.0,64.0,87.0,82.0,,,,,,,Dives Into Tackles (AI),42,46,85,78,42,55,46,52,77,79,79,85,62,86,39,52,81,75,86,53,80,87,52,59,43,83,,87,86,11,11,9,5,14,65+3,65+3,65+3,64+0,65+0,65+0,65+0,64+0,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,77+3,82+3,82+3,82+3,77+3,80+3,85+3,85+3,85+3,80+3
P. Pogba,27,191,84,France,Manchester United,English Premier League,86,87,50000000,190000,"CM, CDM",Right,4,4,5,High/Medium,PLAYER_BODY_TYPE_330,Yes,98800000.0,"#Dribbler, #Playmaker, #Strength, #Complete Midfielder",RDM,6.0,,2016-08-09,2021.0,,,73.0,81.0,86.0,85.0,66.0,85.0,,,,,,,"Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,75,75,86,84,87,85,82,91,90,66,79,73,81,66,90,82,83,89,82,78,64,81,88,83,87,,67,65,5,6,2,4,3,82+3,82+3,82+3,82+0,83+0,83+0,83+0,82+0,84+3,84+3,84+3,83+3,84+3,84+3,84+3,83+3,76+3,78+3,78+3,78+3,76+3,74+3,73+3,73+3,73+3,74+3
M. Verratti,27,165,60,Italy,Paris Saint-Germain,French Ligue 1,86,87,50000000,135000,"CM, CDM",Right,3,4,4,Medium/High,PLAYER_BODY_TYPE_346,Yes,96300000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder",LCM,6.0,,2012-07-18,2024.0,LCM,5.0,64.0,60.0,85.0,90.0,79.0,67.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot",75,60,55,90,64,90,78,64,89,90,68,61,91,87,94,56,65,76,53,58,89,85,71,88,64,94,,82,83,12,12,15,15,10,69+3,69+3,69+3,79+0,78+0,78+0,78+0,79+0,82+3,82+3,82+3,81+3,85+2,85+2,85+2,81+3,81+3,84+3,84+3,84+3,81+3,79+3,77+3,77+3,77+3,79+3
A. Gómez,32,167,68,Argentina,Atalanta,Italian Serie A,86,86,34500000,100000,"CAM, CF, ST",Right,3,4,4,High/Medium,Normal,No,58700000.0,"#Speedster, #Dribbler, #Playmaker, #Acrobat, #Complete Midfielder",LF,10.0,,2014-09-02,2022.0,,,90.0,79.0,84.0,88.0,39.0,55.0,,,,,,,"Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",83,80,38,86,72,87,82,79,77,86,94,86,93,86,94,76,70,73,44,82,56,40,82,87,72,85,,30,34,8,11,12,9,6,76+3,76+3,76+3,86+0,84+0,84+0,84+0,86+0,85+1,85+1,85+1,85+1,79+3,79+3,79+3,85+1,66+3,62+3,62+3,62+3,66+3,61+3,49+3,49+3,49+3,61+3
Piqué,33,194,85,Spain,FC Barcelona,Spain Primera Division,86,86,21000000,220000,CB,Right,4,3,2,High/Medium,PLAYER_BODY_TYPE_265,Yes,43100000.0,"#Aerial Threat, #Tactician, #Strength",RCB,3.0,,2008-07-01,2022.0,,,57.0,61.0,71.0,67.0,86.0,80.0,,,,,,,Leadership,57,65,84,81,57,63,58,43,81,80,48,64,57,88,35,62,74,69,87,51,79,87,64,72,69,87,,86,84,10,11,14,15,8,70+3,70+3,70+3,67+0,70+0,70+0,70+0,67+0,71+3,71+3,71+3,69+3,76+3,76+3,76+3,69+3,76+3,83+3,83+3,83+3,76+3,78+3,84+2,84+2,84+2,78+3
David Silva,34,173,67,Spain,Real Sociedad,Spain Primera Division,86,86,22500000,58000,"CAM, CM",Left,4,2,4,High/Medium,Normal,Yes,47300000.0,"#Dribbler, #Playmaker, #Complete Midfielder",CAM,21.0,,2020-08-17,2022.0,,,64.0,74.0,88.0,88.0,52.0,55.0,,,,,,,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Team Player",84,72,53,92,82,86,82,77,84,91,68,61,85,87,87,72,64,70,46,73,56,50,86,91,75,92,,53,29,6,15,7,6,12,75+3,75+3,75+3,83+0,82+0,82+0,82+0,83+0,85+1,85+1,85+1,83+3,83+3,83+3,83+3,83+3,68+3,69+3,69+3,69+3,68+3,63+3,56+3,56+3,56+3,63+3
Y. Sommer,31,183,79,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga,86,86,28500000,55000,GK,Right,3,4,1,Medium/Medium,Normal,Yes,48500000.0,,GK,1.0,,2014-07-01,2023.0,GK,1.0,,,,,,,80.0,86.0,85.0,85.0,51.0,87.0,Comes For Crosses,13,13,10,40,8,15,12,13,31,25,48,54,55,84,58,64,73,45,68,12,38,21,15,64,24,57,,19,12,80,86,85,87,85,33+3,33+3,33+3,32+0,34+0,34+0,34+0,32+0,36+3,36+3,36+3,34+3,37+3,37+3,37+3,34+3,31+3,34+3,34+3,34+3,31+3,30+3,29+3,29+3,29+3,30+3
M. Hummels,31,191,94,Germany,Borussia Dortmund,German 1. Bundesliga,86,86,33000000,93000,CB,Right,4,3,3,High/High,Normal,Yes,56100000.0,"#Tackling, #Tactician, #Strength, #Complete Defender",CB,15.0,,2019-07-01,2022.0,,,58.0,58.0,77.0,72.0,89.0,77.0,,,,,,,"Leadership, Long Passer (AI), Playmaker (AI), Power Header, Outside Foot Shot",65,55,87,82,60,69,66,53,86,81,46,67,63,87,60,71,68,65,86,51,71,91,56,80,68,89,,88,86,15,6,10,5,6,69+3,69+3,69+3,68+0,70+0,70+0,70+0,68+0,72+3,72+3,72+3,71+3,78+3,78+3,78+3,71+3,78+3,84+2,84+2,84+2,78+3,80+3,85+1,85+1,85+1,80+3
J. Henderson,30,182,80,England,Liverpool,English Premier League,86,86,36500000,140000,"CDM, CM",Right,2,3,3,High/High,Normal,Yes,67500000.0,#Engine,RCM,14.0,,2011-06-09,2023.0,RCM,8.0,65.0,74.0,84.0,79.0,81.0,82.0,,,,,,,"Leadership, Early Crosser, Long Passer (AI), Team Player",82,73,65,86,71,78,80,74,87,84,66,65,69,86,68,77,78,91,78,75,84,85,78,83,64,82,,83,77,7,13,7,9,13,76+2,76+2,76+2,78+0,79+0,79+0,79+0,78+0,80+2,80+2,80+2,80+2,84+2,84+2,84+2,80+2,82+2,85+1,85+1,85+1,82+2,81+2,80+2,80+2,80+2,81+2
Jordi Alba,31,170,68,Spain,FC Barcelona,Spain Primera Division,86,86,32000000,220000,LB,Left,3,3,3,High/Medium,PLAYER_BODY_TYPE_268,Yes,65600000.0,#Acrobat,LB,18.0,,2012-07-01,2024.0,SUB,18.0,88.0,69.0,81.0,83.0,78.0,72.0,,,,,,,Speed Dribbler (AI),85,73,70,84,60,81,80,63,79,84,88,88,90,82,85,64,80,88,61,66,76,81,83,78,59,80,,80,82,13,15,13,6,13,76+3,76+3,76+3,82+0,80+0,80+0,80+0,82+0,81+3,81+3,81+3,83+3,81+3,81+3,81+3,83+3,83+3,80+3,80+3,80+3,83+3,82+3,77+3,77+3,77+3,82+3
T. Müller,30,186,75,Germany,FC Bayern München,German 1. Bundesliga,86,86,42000000,130000,"CAM, RM, RW",Right,4,4,3,High/High,Lean,Yes,69300000.0,#Engine,CAM,25.0,,2008-08-10,2023.0,,,68.0,82.0,82.0,78.0,56.0,71.0,,,,,,,"Solid Player, Leadership, Outside Foot Shot",85,85,81,84,84,75,81,59,78,82,68,68,73,94,71,78,77,86,66,81,62,58,94,85,60,84,,57,46,6,7,11,14,14,82+3,82+3,82+3,82+0,83+0,83+0,83+0,82+0,83+3,83+3,83+3,82+3,81+3,81+3,81+3,82+3,71+3,70+3,70+3,70+3,71+3,69+3,63+3,63+3,63+3,69+3
De Gea,29,192,82,Spain,Manchester United,English Premier League,86,86,31500000,150000,GK,Right,4,3,1,Medium/Medium,PLAYER_BODY_TYPE_329,Yes,59900000.0,,GK,1.0,,2011-07-01,2023.0,GK,1.0,,,,,,,88.0,81.0,78.0,89.0,58.0,82.0,"Solid Player, GK Long Throw, Cautious With Crosses, Saves with Feet",17,13,21,50,13,18,21,19,47,38,57,58,63,83,43,59,67,43,60,12,38,30,12,61,29,65,,21,13,88,81,78,82,89,35+3,35+3,35+3,36+0,38+0,38+0,38+0,36+0,41+3,41+3,41+3,39+3,42+3,42+3,42+3,39+3,36+3,40+3,40+3,40+3,36+3,35+3,34+3,34+3,34+3,35+3
Carvajal,28,173,73,Spain,Real Madrid,Spain Primera Division,86,86,38000000,230000,RB,Right,3,3,3,High/High,PLAYER_BODY_TYPE_355,Yes,77900000.0,#Engine,RB,2.0,,2013-07-05,2022.0,SUB,2.0,80.0,54.0,78.0,80.0,82.0,80.0,,,,,,,,84,51,72,83,49,78,76,47,74,84,79,80,79,84,81,68,77,89,74,47,84,83,75,74,45,82,,83,85,13,13,15,9,15,71+3,71+3,71+3,76+0,75+0,75+0,75+0,76+0,76+3,76+3,76+3,79+3,78+3,78+3,78+3,79+3,84+2,82+3,82+3,82+3,84+2,83+3,81+3,81+3,81+3,83+3
J. Vardy,33,179,74,England,Leicester City,English Premier League,86,86,28000000,160000,ST,Right,3,3,3,High/High,PLAYER_BODY_TYPE_306,Yes,53200000.0,,ST,9.0,,2012-05-01,2023.0,,,88.0,85.0,66.0,78.0,55.0,75.0,,,,,,,"Dives Into Tackles (AI), Team Player",68,92,79,69,82,77,67,57,48,81,90,87,72,90,75,87,79,79,68,65,87,49,92,73,84,87,,50,53,15,14,7,15,11,84+2,84+2,84+2,80+0,83+0,83+0,83+0,80+0,78+3,78+3,78+3,79+3,71+3,71+3,71+3,79+3,68+3,64+3,64+3,64+3,68+3,67+3,64+3,64+3,64+3,67+3
K. Havertz,21,188,83,Germany,Chelsea,English Premier League,85,93,57000000,105000,"CAM, RM, CF",Left,3,4,4,Medium/Medium,PLAYER_BODY_TYPE_270,Yes,119700000.0,#Poacher,RM,29.0,,2020-09-04,2025.0,SUB,27.0,84.0,81.0,79.0,85.0,45.0,67.0,,,,,,,"Finesse Shot, Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",73,85,78,84,80,86,84,53,78,87,78,88,78,85,74,74,75,82,69,78,42,38,84,82,73,84,,46,38,6,8,11,10,12,82+3,82+3,82+3,83+0,84+0,84+0,84+0,83+0,84+3,84+3,84+3,83+3,79+3,79+3,79+3,83+3,66+3,64+3,64+3,64+3,66+3,63+3,56+3,56+3,56+3,63+3
G. Donnarumma,21,196,90,Italy,Milan,Italian Serie A,85,92,41500000,34000,GK,Right,3,3,1,Medium/Medium,PLAYER_BODY_TYPE_333,Yes,78900000.0,,GK,99.0,,2015-07-01,2021.0,GK,21.0,,,,,,,89.0,81.0,76.0,89.0,50.0,83.0,"Rushes Out Of Goal, Comes For Crosses",12,12,12,34,8,28,12,14,24,28,46,54,64,79,38,57,72,34,72,18,30,26,14,50,24,68,,14,16,89,81,76,83,89,33+3,33+3,33+3,33+0,34+0,34+0,34+0,33+0,35+3,35+3,35+3,33+3,33+3,33+3,33+3,33+3,30+3,32+3,32+3,32+3,30+3,30+3,31+3,31+3,31+3,30+3
M. de Ligt,20,189,89,Netherlands,Juventus,Italian Serie A,85,92,49500000,80000,CB,Right,3,4,2,Medium/High,Normal,Yes,91600000.0,#Strength,SUB,4.0,,2019-07-18,2024.0,SUB,3.0,72.0,59.0,66.0,69.0,85.0,84.0,,,,,,,"Solid Player, Power Header",52,50,86,75,45,66,48,55,74,76,68,75,56,84,60,82,84,76,88,66,83,83,44,63,40,82,,85,82,12,11,11,12,10,68+3,68+3,68+3,65+0,67+0,67+0,67+0,65+0,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,76+3,80+3,80+3,80+3,76+3,78+3,84+3,84+3,84+3,78+3
M. Rashford,22,186,70,England,Manchester United,English Premier League,85,91,53000000,150000,"LM, ST",Right,2,4,5,High/Medium,PLAYER_BODY_TYPE_327,Yes,111300000.0,"#Speedster, #Dribbler, #Acrobat",LM,10.0,,2014-07-01,2023.0,SUB,10.0,91.0,83.0,78.0,86.0,45.0,78.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Team Player, Technical Dribbler (AI)",77,83,68,81,73,87,82,76,69,85,89,93,86,86,75,90,72,87,76,81,73,42,82,82,81,82,,40,33,11,6,15,7,14,83+2,83+2,83+2,84+0,85+0,85+0,85+0,84+0,83+2,83+2,83+2,84+2,77+2,77+2,77+2,84+2,68+2,65+2,65+2,65+2,68+2,64+2,57+2,57+2,57+2,64+2
L. Sané,24,183,75,Germany,FC Bayern München,German 1. Bundesliga,85,90,51500000,100000,LM,Left,2,3,4,High/Medium,PLAYER_BODY_TYPE_323,Yes,88800000.0,"#Speedster, #Dribbler",LM,10.0,,2020-07-15,2025.0,LW,19.0,93.0,81.0,79.0,86.0,38.0,67.0,,,,,,,"Power Free-Kick, Flair, Speed Dribbler (AI)",83,81,72,81,85,88,83,82,64,85,91,95,84,79,78,87,64,70,69,78,61,34,84,82,71,80,,32,35,8,12,9,9,14,82+2,82+2,82+2,85+0,84+0,84+0,84+0,85+0,83+2,83+2,83+2,83+2,74+2,74+2,74+2,83+2,64+2,59+2,59+2,59+2,64+2,60+2,52+2,52+2,52+2,60+2
F. de Jong,23,180,74,Netherlands,FC Barcelona,Spain Primera Division,85,90,50500000,190000,CM,Right,3,3,4,Medium/High,PLAYER_BODY_TYPE_264,Yes,107300000.0,"#Dribbler, #Playmaker, #Complete Midfielder",LCM,21.0,,2019-07-01,2024.0,LDM,21.0,80.0,64.0,84.0,87.0,76.0,77.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",75,63,66,90,69,87,84,64,86,88,80,80,83,88,79,68,76,90,74,61,70,82,73,86,45,90,,76,77,7,13,10,10,9,75+3,75+3,75+3,81+0,80+0,80+0,80+0,81+0,83+3,83+3,83+3,83+3,84+3,84+3,84+3,83+3,82+3,83+3,83+3,83+3,82+3,81+3,77+3,77+3,77+3,81+3
Marquinhos,26,183,75,Brazil,Paris Saint-Germain,French Ligue 1,85,89,44000000,115000,"CB, CDM",Right,3,3,3,Medium/High,Normal,Yes,84700000.0,"#Tackling, #Tactician",RCB,5.0,,2013-07-19,2024.0,,,72.0,41.0,73.0,70.0,87.0,78.0,,,,,,,"Long Throw-in, Leadership",68,33,84,82,31,64,55,32,82,79,70,73,69,85,67,61,89,80,75,35,80,86,59,68,47,86,,87,87,6,6,12,10,13,63+3,63+3,63+3,66+0,66+0,66+0,66+0,66+0,68+3,68+3,68+3,70+3,75+3,75+3,75+3,70+3,80+3,83+3,83+3,83+3,80+3,82+3,84+3,84+3,84+3,82+3
C. Lenglet,25,186,81,France,FC Barcelona,Spain Primera Division,85,89,44500000,190000,CB,Left,2,4,2,Medium/High,PLAYER_BODY_TYPE_263,Yes,94600000.0,#Tactician,LCB,15.0,,2018-07-12,2023.0,LCB,5.0,74.0,45.0,67.0,65.0,87.0,81.0,,,,,,,Power Header,55,39,83,78,37,57,59,31,74,76,76,72,61,84,60,58,85,75,83,46,80,87,54,66,49,82,,86,81,10,10,9,12,7,63+2,63+2,63+2,64+0,64+0,64+0,64+0,64+0,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,77+2,81+2,81+2,81+2,77+2,79+2,84+2,84+2,84+2,79+2
S. Milinković-Savić,25,191,76,Serbia,Lazio,Italian Serie A,85,89,49000000,94000,"CM, CDM, CAM",Right,2,4,4,High/Medium,Normal,Yes,87000000.0,,RCM,21.0,,2015-08-06,2023.0,,,69.0,79.0,80.0,83.0,79.0,85.0,,,,,,,"Flair, Power Header, Outside Foot Shot, Technical Dribbler (AI)",64,80,86,85,74,86,78,75,85,88,66,72,64,83,63,83,85,85,88,80,79,78,79,85,56,84,,79,74,7,10,7,16,7,82+2,82+2,82+2,80+0,82+0,82+0,82+0,80+0,83+2,83+2,83+2,80+2,84+2,84+2,84+2,80+2,78+2,82+2,82+2,82+2,78+2,78+2,81+2,81+2,81+2,78+2
